Municipio,Cargo,Numero_Candidato,Nome_Completo,Nome_Urna,Tipo_Agremiacao,Partido,UF_Nascimento,Mun_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Ocupacao,Despesas_Max_Partido,Reeleicao,Declar_Bens
PARAUAPEBAS,VEREADOR,17777,ELIZARDO RODRIGUES DA CUNHA JUNIOR,JÚNIOR CUNHA,PARTIDO ISOLADO,PSL,MG,GOVERNADOR VALADARES,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,211925.15,N,S
ANANINDEUA,VEREADOR,19345,ELIETE DA COSTA E COSTA,ELIETE COSTA,PARTIDO ISOLADO,PODE,PA,SALINÓPOLIS,41,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,115386.04,N,S
DOM ELISEU,VEREADOR,13111,GERSON BARROS EUGENIO,GERSON DIEIMES,PARTIDO ISOLADO,PT,MA,IMPERATRIZ,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,25493.45,N,S
GOIANÉSIA DO PARÁ,VEREADOR,14012,EDNA MOREIRA DOS SANTOS,PROF EDNA MOREIRA,PARTIDO ISOLADO,PTB,PA,GOIANÉSIA DO PARÁ,42,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,22937.45,N,N
CONCEIÇÃO DO ARAGUAIA,VEREADOR,23456,DEUZERON RODRIGUES TENRREIRO,DEUZERON TENRREIRO,PARTIDO ISOLADO,CIDADANIA,PA,CONCEIÇÃO DO ARAGUAIA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,61432.14,N,S
SANTA ISABEL DO PARÁ,VEREADOR,27333,COSME SANTOS DE ANDRADE,COSME,PARTIDO ISOLADO,DC,PA,SANTA ISABEL DO PARÁ,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,ATENDENTE DE LANCHONETE E RESTAURANTE,33247.26,N,S
PRAINHA,VEREADOR,36866,CLODOVIS RODRIGUES CONCEICAO,CLODOVIS RODRIGUES,PARTIDO ISOLADO,PTC,PA,PRAINHA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
BELTERRA,VEREADOR,43666,ANTONIO MARTINS DOS SANTOS JUNIOR,ANTONIO MARTINS,PARTIDO ISOLADO,PV,PA,BELÉM,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",18413.21,N,S
BARCARENA,VEREADOR,43555,ADEMIR DANTAS DOS SANTOS,ADEMIR DO AÇAI,PARTIDO ISOLADO,PV,PA,ABAETETUBA,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,52834.7,N,S
JACUNDÁ,VEREADOR,10444,WANDERSON PASSON DA SILVA,TIM DO BAR,PARTIDO ISOLADO,REPUBLICANOS,ES,SÃO GABRIEL DA PALHA,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,15786.99,N,S
SANTARÉM,VEREADOR,45156,WALTENCI NOGUEIRA DE OLIVEIRA,WALTECI NOGUEIRA,PARTIDO ISOLADO,PSDB,PA,SANTARÉM,42,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,OUTROS,83396.64,N,S
BENEVIDES,VEREADOR,90100,VELBER AUGUSTO PANTOJA CONCEIÇÃO,VELBER RISADINHA,PARTIDO ISOLADO,PROS,PA,BELÉM,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS,39638.66,N,S
RURÓPOLIS,VEREADOR,15231,SOLANGE BEATRIZ DE JESUS SOUSA,SOLANGE,PARTIDO ISOLADO,MDB,PA,ALENQUER,49,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PRETA,OUTROS,23250.68,N,S
DOM ELISEU,VEREADOR,77123,ROGÉRIO GOMES DE OLIVEIRA SOUZA,IRMÃO ROGÉRIO DO CONSELHO,PARTIDO ISOLADO,SOLIDARIEDADE,BA,ITAPETINGA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,25493.45,N,S
SANTANA DO ARAGUAIA,VEREADOR,25013,RAIMUNDO HERCULANO DE SOUSA,NEGO DA AUTO ELETRICA,PARTIDO ISOLADO,DEM,PA,SANTANA DO ARAGUAIA,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,ELETRICISTA E ASSEMELHADOS,16951.89,N,S
SANTA MARIA DAS BARREIRAS,VEREADOR,15222,RAIMUNDA CLEA SOARES NOLETO,CLEA NOLETO,PARTIDO ISOLADO,MDB,TO,FILADÉLFIA,42,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
ANAJÁS,VEREADOR,15345,PAULO SÁ DOS SANTOS,PAULO SANTOS,PARTIDO ISOLADO,MDB,PA,ANAJÁS,54,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,AGRICULTOR,12307.75,N,S
BELÉM,VEREADOR,40321,MICHELL MENDES DURANS DA SILVA,MICHELL DURANS,PARTIDO ISOLADO,PSB,PA,BELÉM,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,438043.03,N,S
CACHOEIRA DO ARARI,VEREADOR,11456,MERCÊS SIQUEIRA PINHO,MERCÊS BAHIA,PARTIDO ISOLADO,PP,PA,CACHOEIRA DO ARARI,43,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
MARAPANIM,VEREADOR,20256,MARILENE CORREA FARIAS,MARILENE DO SOL NASCENTE,PARTIDO ISOLADO,PSC,PA,VISEU,46,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,N
FARO,VEREADOR,55666,MARCOS VIDAL DA SILVA,MARQUINHO,PARTIDO ISOLADO,PSD,PA,FARO,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
SÃO GERALDO DO ARAGUAIA,VEREADOR,12345,MARCIO SERAFIM DA CUNHA,TOTÓ,PARTIDO ISOLADO,PDT,GO,EDÉIA,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
GOIANÉSIA DO PARÁ,VEREADOR,13000,MARCIA SUELI DOS SANTOS GOIS,PROFESSORA MARCIA,PARTIDO ISOLADO,PT,BA,FIRMINO ALVES,44,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,22937.45,N,S
PARAUAPEBAS,VEREADOR,33000,MARCIA DOS SANTOS MIRANDA,MÁRCIA MIRANDA,PARTIDO ISOLADO,PMN,PA,MARABÁ,44,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DONA DE CASA,211925.15,N,N
COLARES,VEREADOR,20020,MARCELO PINHEIRO ROLDÃO,MARCELO DA SAÚDE,PARTIDO ISOLADO,PSC,PA,COLARES,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,12307.75,N,S
CURIONÓPOLIS,VEREADOR,70333,MAÍRES FERREIRA LIMA,MAÍRES LIMA,PARTIDO ISOLADO,AVANTE,MA,IMPERATRIZ,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,25848.36,N,S
GURUPÁ,VEREADOR,45123,MACDOVEL JUNIOR CAMPOS ALVES,JUNIOR MACDOVEL,PARTIDO ISOLADO,PSDB,PA,BELÉM,42,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,20276.13,N,N
REDENÇÃO,VEREADOR,23043,LUCIOLA CALLIARI DA COSTA,LUCIOLA DA POLICIA FEDERAL,PARTIDO ISOLADO,CIDADANIA,RJ,RIO DE JANEIRO,40,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,46902.06,N,S
GOIANÉSIA DO PARÁ,VEREADOR,70122,JOSE CARLOS SANTOS TAVARES,CARLINHOS DO PITINGA,PARTIDO ISOLADO,AVANTE,BA,PAU BRASIL,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,PRODUTOR AGROPECUÁRIO,22937.45,N,S
ANANINDEUA,VEREADOR,43011,JORGE LUIS DOS SANTOS ARAUJO,JORGE LUIS,PARTIDO ISOLADO,PV,PA,BELÉM,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,115386.04,N,N
ITUPIRANGA,VEREADOR,10111,JOÃO DE DEUS MORAIS DE SÁ,PROF JOÃO DE DEUS,PARTIDO ISOLADO,REPUBLICANOS,TO,MIRACEMA DO TOCANTINS,44,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,25692.1,N,S
JACUNDÁ,VEREADOR,40100,IZABEL CARDOSO ROCHA,IZABEL ROCHA,PARTIDO ISOLADO,PSB,BA,PRADO,50,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,15786.99,N,S
CACHOEIRA DO PIRIÁ,VEREADOR,22111,EZEQUIEL GOMES DE SOUSA,EZEQUIEL,PARTIDO ISOLADO,PL,MA,ZÉ DOCA,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,28934.44,N,S
NOVO REPARTIMENTO,VEREADOR,43456,ELIANILDA RODRIGUES,PROFESSORA NILDA,PARTIDO ISOLADO,PV,PA,BAIÃO,42,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,PROFESSOR DE ENSINO MÉDIO,49644.56,N,S
REDENÇÃO,VEREADOR,23123,EDILSON CARNEIRO DE MELO,EDY VASSOURÃO,PARTIDO ISOLADO,CIDADANIA,PA,REDENÇÃO,40,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,46902.06,N,S
BAIÃO,VEREADOR,13165,ECI DE ARAUJO PIMENTEL,ECI ARAUJO,PARTIDO ISOLADO,PT,MA,CAXIAS,51,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,AGRICULTOR,25681.54,S,S
BOM JESUS DO TOCANTINS,VEREADOR,40607,CLEBER COSTA NASCIMENTO,CLEBER DO CASCA,PARTIDO ISOLADO,PSB,GO,QUIRINÓPOLIS,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
SOURE,VEREADOR,13777,CLAUDIO ADILSON FAVACHO DOS SANTOS,CLAUDIO FAVACHO,PARTIDO ISOLADO,PT,PA,SOURE,44,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,15977.14,N,S
OEIRAS DO PARÁ,VEREADOR,20153,CIRLEY FARIAS VEIGA,PROFESSORA CIRLEY FARIAS,PARTIDO ISOLADO,PSC,PA,OEIRAS DO PARÁ,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,42582.54,N,S
BELÉM,VEREADOR,77007,ARTUR GUSTAVO ALVES GOMES,GUSTAVO GOMES,PARTIDO ISOLADO,SOLIDARIEDADE,PA,BELÉM,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,438043.03,N,S
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,22111,ANTONIO FERNANDO COSTA DE MEDEIROS,FERNANDO,PARTIDO ISOLADO,PL,MA,SANTA INÊS,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,47311.7,S,S
VITÓRIA DO XINGU,VEREADOR,50000,ADRIANO COQUEIRO DOS SANTOS,ADRIANO COQUEIRO,PARTIDO ISOLADO,PSOL,PA,RIO MARIA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",19181.16,N,S
SÃO JOÃO DA PONTA,VEREADOR,20020,ADILENA DE SOUSA REBELO FELIX,ADILENA FELIX,PARTIDO ISOLADO,PSC,PA,BELÉM,43,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
BELÉM,VEREADOR,70377,SILVIA NATASHA AMERICO DAMASCENO,SILVIA NATASHA,PARTIDO ISOLADO,AVANTE,PA,BELÉM,40,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADVOGADO,438043.03,N,S
ABAETETUBA,VEREADOR,12555,RAIMUNDO TRINDADE CORREA,RAIMUNDO DA ARENA,PARTIDO ISOLADO,PDT,PA,ABAETETUBA,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,37269.99,N,S
SÃO FRANCISCO DO PARÁ,VEREADOR,22222,MARIVALDO FURTADO DE SOUZA,MARIVALDO,PARTIDO ISOLADO,PL,PA,BELÉM,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,16994.03,N,N
PORTO DE MOZ,VEREADOR,55600,MARIA ZELMA DA COSTA FERNANDES,ZELMA DO ACARAÍ,PARTIDO ISOLADO,PSD,PA,PORTO DE MOZ,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,12307.75,N,S
SALVATERRA,VEREADOR,51400,MARIA RAIMUNDA FERREIRA DE SANTANA,IRMA MARIA,PARTIDO ISOLADO,PATRIOTA,PA,SALVATERRA,51,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PESCADOR,12307.75,N,N
JACUNDÁ,VEREADOR,19777,MANOEL DE JESUS FEITOSA,PASTOR FEITOSA,PARTIDO ISOLADO,PODE,MA,IMPERATRIZ,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,15786.99,N,S
ABEL FIGUEIREDO,VEREADOR,15236,LUZIANE DE JESUS SILVA,LUZIANE DO BARBEIRO,PARTIDO ISOLADO,MDB,PA,SÃO JOÃO DO ARAGUAIA,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,24713.5,N,S
MOCAJUBA,VEREADOR,23567,JOSE GILBERTO MEIRELES DE SOUZA,GILBERTO GARCIA,PARTIDO ISOLADO,CIDADANIA,PA,MOCAJUBA,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,17706.56,N,S
ABAETETUBA,VEREADOR,14147,JOELSON DA SILVA ARAÚJO,JOELSON DO PIROCABA,PARTIDO ISOLADO,PTB,PA,ABAETETUBA,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,COBRADOR DE TRANSPORTE COLETIVO,37269.99,N,N
MARABÁ,VEREADOR,15555,ILKER MORAES FERREIRA,ILKER MORAES,PARTIDO ISOLADO,MDB,PA,MARABÁ,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADMINISTRADOR,238660.11,N,S
TUCUMÃ,VEREADOR,20100,CLAUDENOR OLIVEIRA DE SOUSA,WILLIAM DO POVÃO,PARTIDO ISOLADO,PSC,RO,ARIQUEMES,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,130384.6,N,S
VIGIA,VEREADOR,13999,CARMELITA DOS SANTOS SOUSA,CARMELITA,PARTIDO ISOLADO,PT,PA,VIGIA,52,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PESCADOR,17170.87,N,S
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,45555,ALAIRSON CARDOSO DA SILVA,PASTOR ALAIRSON,PARTIDO ISOLADO,PSDB,PA,SÃO SEBASTIÃO DA BOA VISTA,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,OUTROS,12307.75,N,S
REDENÇÃO,VEREADOR,23444,ADRIANA DA SILVA SALES,ADRIANA SALES,PARTIDO ISOLADO,CIDADANIA,PA,CONCEIÇÃO DO ARAGUAIA,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,46902.06,N,S
JACUNDÁ,VEREADOR,13222,ADEMILTON MESSIAS SANTA BRIGIDA,PROFESSORA KALL ANNY,PARTIDO ISOLADO,PT,PA,SÃO MIGUEL DO GUAMÁ,40,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,15786.99,N,N
SANTARÉM,VEREADOR,10111,VALDOMIRO LICATA DE SOUSA,MIRO LICATA,PARTIDO ISOLADO,REPUBLICANOS,PA,SANTARÉM,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,CABELEIREIRO E BARBEIRO,83396.64,N,S
ITUPIRANGA,VEREADOR,23151,VALDECI CONÇEIÇÃO GOMES,AMADO WALL,PARTIDO ISOLADO,CIDADANIA,MA,IMPERATRIZ,49,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,25692.1,N,N
ANANINDEUA,VEREADOR,36678,RAIMUNDO PIRES LOBATO,RAIMUNDO LOBATO,PARTIDO ISOLADO,PTC,PA,BELÉM,48,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,115386.04,N,N
AURORA DO PARÁ,VEREADOR,15333,MARIA ELIONETE DA SILVA RODRIGUES,PROFESSORA NETE,PARTIDO ISOLADO,MDB,PA,IRITUIA,43,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,12307.75,N,S
ALENQUER,VEREADOR,25678,JOSE ELIVALDO MENEZES DE SOUSA,HÉLIO BARATINHA,PARTIDO ISOLADO,DEM,PA,ALENQUER,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,18687.88,N,S
ABAETETUBA,VEREADOR,23310,IDALINO DO SOCORRO DA COSTA CARDOSO,IDALINO CARDOSO,PARTIDO ISOLADO,CIDADANIA,PA,CAMETÁ,45,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MECÂNICO DE MANUTENÇÃO,37269.99,N,N
REDENÇÃO,VEREADOR,12100,HELDON ALVES DA SILVA,HELDON MORENO,PARTIDO ISOLADO,PDT,PA,CONCEIÇÃO DO ARAGUAIA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,46902.06,N,S
IRITUIA,VEREADOR,25655,EDNELSON DE OLIVEIRA SOARES,EDNELSON SOARES,PARTIDO ISOLADO,DEM,PA,IRITUIA,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,N
TUCURUÍ,VEREADOR,10007,CARLA MELO MORAES,CARLA MELO,PARTIDO ISOLADO,REPUBLICANOS,PA,TUCURUÍ,42,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,77517.41,N,N
IRITUIA,VEREADOR,90123,CARDISON LAVOZIER SOUZA PINTO,CASSIO,PARTIDO ISOLADO,PROS,PA,BELÉM,45,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,12307.75,N,S
IGARAPÉ-AÇU,VEREADOR,15333,ANDREY WULLIAM ROCHA DA SILVA,ANDREY WULLIAM,PARTIDO ISOLADO,MDB,PA,ALMEIRIM,41,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,25592.36,N,S
SOURE,VEREADOR,15222,ALCINDO DE LIMA ABDON JUNIOR,JUNIOR GOUVEA,PARTIDO ISOLADO,MDB,PA,SOURE,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,VEREADOR,15977.14,S,S
SANTARÉM,VEREADOR,25500,SILVIO DOS SANTOS NETO,SILVIO NETO,PARTIDO ISOLADO,DEM,PA,SANTARÉM,40,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,VEREADOR,83396.64,S,S
ALENQUER,VEREADOR,18900,RUBENS PEREIRA DOS SANTOS,RUBENS DO ESCONDIDO,PARTIDO ISOLADO,REDE,PA,ALENQUER,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,18687.88,N,S
SANTARÉM,VEREADOR,40007,DOUGLAS PIRES BENTO,DOUGLAS PIRES,PARTIDO ISOLADO,PSB,PA,SANTARÉM,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,83396.64,N,S
JACAREACANGA,VEREADOR,12333,MARCELO AKAI MUNDURUKU,MARCELO AKAI,PARTIDO ISOLADO,PDT,PA,JACAREACANGA,44,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),INDÍGENA,OUTROS,12307.75,N,S
JURUTI,VEREADOR,20220,FRANCENILDA PEREIRA DA SILVA,ENFERMEIRA FRANCENILDA SILVA,PARTIDO ISOLADO,PSC,PA,JURUTI,41,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ENFERMEIRO,49904.2,N,S
IPIXUNA DO PARÁ,VEREADOR,15610,ATAIR GONZAGA DE MORAIS,ATAIDE,PARTIDO ISOLADO,MDB,PA,CAPITÃO POÇO,51,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
MARACANÃ,VEREADOR,10777,WILSON DA SILVA REZENDE,WILSON,PARTIDO ISOLADO,REPUBLICANOS,PA,MARACANÃ,44,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO MÉDIO,17886.82,N,S
SÃO JOÃO DO ARAGUAIA,VEREADOR,15678,VALDISON REIS SOUSA LACERDA,REIZINHO DA OFICINA,PARTIDO ISOLADO,MDB,PA,MARABÁ,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,AGRICULTOR,12307.75,N,S
VISEU,VEREADOR,15333,VALDINEI AMORIM VIANA,VALDINEI,PARTIDO ISOLADO,MDB,PA,VISEU,42,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,16452.69,N,S
PARAUAPEBAS,VEREADOR,70600,TELMA HERINGER PEREIRA,TELMA HERINGER,PARTIDO ISOLADO,AVANTE,PA,SÃO GERALDO DO ARAGUAIA,43,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,MANICURE E MAQUILADOR,211925.15,N,S
DOM ELISEU,VEREADOR,13123,SUEDE DE ARAUJO DINIZ,SUEDE,PARTIDO ISOLADO,PT,MA,BELA VISTA DO MARANHÃO,40,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,GERENTE,25493.45,N,S
PORTO DE MOZ,VEREADOR,25123,FERNANDO ROCHA,FERNANDO ROCHA,PARTIDO ISOLADO,DEM,CE,SOBRAL,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,12307.75,N,S
TOMÉ-AÇU,VEREADOR,14555,SATIRO ISHIKAWA TAKADA,SATIRÓ,PARTIDO ISOLADO,PTB,PA,TOMÉ-AÇU,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,AGENTE ADMINISTRATIVO,24048.38,N,S
BARCARENA,VEREADOR,43789,SAMUEL BARROS PAUMGARTTEN,SAMUEL PAUMGARTTEN,PARTIDO ISOLADO,PV,PA,OEIRAS DO PARÁ,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,52834.7,N,S
ITUPIRANGA,VEREADOR,45145,ROSÂNIA DO NASCIMENTO DE LUCENA,PROFESSORA ROSÂNIA,PARTIDO ISOLADO,PSDB,MA,GRAJAÚ,44,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,PEDAGOGO,25692.1,N,N
BENEVIDES,VEREADOR,14015,RODRIGO NASCIMENTO DE FRANÇA,RODRIGO FRANÇA,PARTIDO ISOLADO,PTB,PA,BELÉM,42,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,39638.66,N,S
MÃE DO RIO,VEREADOR,10777,RENATO ALVES DE SOUSA,RENATO DA LOCADORA,PARTIDO ISOLADO,REPUBLICANOS,PA,CASTANHAL,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,COMERCIANTE,12307.75,N,S
TUCUMÃ,VEREADOR,20420,RAIMUNDO FILHO ALVES DA SILVA,RAIMUNDO DA REFRIGERAÇÃO,PARTIDO ISOLADO,PSC,GO,NOVA CRIXÁS,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,EMPRESÁRIO,130384.6,N,S
SÃO JOÃO DO ARAGUAIA,VEREADOR,12120,PEDRINA DE FATIMA BRITO DOS SANTOS,PEDRINA,PARTIDO ISOLADO,PDT,PA,SÃO JOÃO DO ARAGUAIA,60,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,AGRICULTOR,12307.75,N,S
BELÉM,VEREADOR,65444,PATRICK JOSE VILHENA PORTAL,PATRICK PORTAL,PARTIDO ISOLADO,PC do B,PA,BELÉM,39,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),SEM INFORMAÇÃO,OUTROS,438043.03,N,S
OURILÂNDIA DO NORTE,VEREADOR,45678,MESAQUE LIMA FEITOSA,MESAQUE FEITOSA,PARTIDO ISOLADO,PSDB,PA,RIO MARIA,41,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,91132.44,N,S
SANTO ANTÔNIO DO TAUÁ,VEREADOR,22555,MARIVALDO DE OLIVEIRA FERREIRA,NEGUINHO,PARTIDO ISOLADO,PL,PA,SANTO ANTÔNIO DO TAUÁ,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,15743.9,N,S
