Municipio,Cargo,Tipo_Agremiacao,Partido,UF_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Valor_Total_Declarado,Situacao
CURRALINHO,VEREADOR,PARTIDO ISOLADO,MDB,PA,61,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,N,S,490.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PSL,PA,66,MASCULINO,LÊ E ESCREVE,DIVORCIADO(A),BRANCA,N,S,1600.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PRTB,PA,62,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),SEM INFORMAÇÃO,N,S,1970.0,NÃO ELEITO
MELGAÇO,VEREADOR,PARTIDO ISOLADO,PL,PA,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,2240.0,SUPLENTE
PLACAS,VEREADOR,PARTIDO ISOLADO,PSDB,TO,44,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,9912.47,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PT,PB,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,500.0,NÃO ELEITO
BARCARENA,VEREADOR,PARTIDO ISOLADO,PT,PA,56,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,8928.119999999999,NÃO ELEITO
NOVA IPIXUNA,VEREADOR,PARTIDO ISOLADO,PT,PI,52,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,890.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PODE,PA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,N,2500.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,MDB,PA,72,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,5516.55,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PSC,PA,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,S,S,230.0,SUPLENTE
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2714.9,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSC,MS,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,N,1567.5,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,430.0,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,MDB,TO,49,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1050.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,MDB,PA,32,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,1056.45,ELEITO POR QP
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSC,ES,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,442.7000000000001,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,MA,61,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,6988.5,SUPLENTE
MUANÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,40,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1130.0,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,3500.0,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PDT,MA,57,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,481.0,SUPLENTE
LIMOEIRO DO AJURU,VEREADOR,PARTIDO ISOLADO,PSC,PA,47,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,4672.8,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,57,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,6978.6,NÃO ELEITO
BREVES,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,50,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2250.0,SUPLENTE
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,52,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,500.0,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,PSD,MA,42,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2700.0,SUPLENTE
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PTC,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1610.0,NÃO ELEITO
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PROS,MA,36,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,3250.46,SUPLENTE
MÃE DO RIO,VEREADOR,PARTIDO ISOLADO,PSDB,MA,52,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3500.0000000000005,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PTB,PB,22,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,3845.0,SUPLENTE
IGARAPÉ-AÇU,VEREADOR,PARTIDO ISOLADO,PTB,PA,21,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,500.0,NÃO ELEITO
ACARÁ,VEREADOR,PARTIDO ISOLADO,PTB,PA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2022.25,SUPLENTE
FLORESTA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSD,GO,48,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2444.0,ELEITO POR QP
BRASIL NOVO,VEREADOR,PARTIDO ISOLADO,PT,SC,50,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,S,S,1495.0,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSD,PA,44,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,3500.0,SUPLENTE
BOM JESUS DO TOCANTINS,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MG,38,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,250.0,SUPLENTE
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PSD,MA,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1100.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PSC,PA,34,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1980.0,ELEITO POR QP
MÃE DO RIO,VEREADOR,PARTIDO ISOLADO,PSC,PA,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,N,200.0,NÃO ELEITO
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,559.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,7689.0,ELEITO POR QP
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,DEM,MA,26,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,4300.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,2581.35,SUPLENTE
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,32,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
VISEU,VEREADOR,PARTIDO ISOLADO,PT,PA,26,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,6065.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PV,PA,26,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,249.8,SUPLENTE
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PROS,PA,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,S,S,500.0,ELEITO POR MÉDIA
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,PT,TO,42,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,5005.7,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2100.0,SUPLENTE
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PC do B,PA,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,N,S,330.0,SUPLENTE
FARO,VEREADOR,PARTIDO ISOLADO,MDB,PA,43,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,800.0,SUPLENTE
ELDORADO DOS CARAJÁS,VEREADOR,PARTIDO ISOLADO,PSC,PE,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
CAPANEMA,VEREADOR,PARTIDO ISOLADO,DEM,PA,45,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,10020.0,ELEITO POR QP
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,PSC,PA,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,311.05,SUPLENTE
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,PSC,PA,55,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,5000.0,SUPLENTE
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,PARTIDO ISOLADO,PT,PA,45,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,584.28,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,700.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,58,FEMININO,LÊ E ESCREVE,CASADO(A),PRETA,N,S,2000.0,NÃO ELEITO
CUMARU DO NORTE,VEREADOR,PARTIDO ISOLADO,PTB,PA,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1500.0,SUPLENTE
RURÓPOLIS,VEREADOR,PARTIDO ISOLADO,PV,PA,19,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,N,S,1200.0,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PT,PA,37,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,1165.0,NÃO ELEITO
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,4582.0,SUPLENTE
SOURE,VEREADOR,PARTIDO ISOLADO,PSC,PA,26,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1440.0,ELEITO POR QP
BARCARENA,VEREADOR,PARTIDO ISOLADO,PDT,PA,26,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,420.0,NÃO ELEITO
IGARAPÉ-AÇU,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1100.0,SUPLENTE
SANTA MARIA DAS BARREIRAS,VEREADOR,PARTIDO ISOLADO,PSL,PA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,3357.6800000000003,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,AVANTE,MA,48,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PTB,MA,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2692.7,SUPLENTE
ALENQUER,VEREADOR,PARTIDO ISOLADO,PODE,PA,32,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,500.0,NÃO ELEITO
BREJO GRANDE DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PDT,PA,32,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),SEM INFORMAÇÃO,N,S,2400.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PV,MA,47,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,7.0,SUPLENTE
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,MA,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,N,S,1500.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,36,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,10011.05,NÃO ELEITO
MOJUÍ DOS CAMPOS,VEREADOR,PARTIDO ISOLADO,PSC,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,10918.1,ELEITO POR QP
LIMOEIRO DO AJURU,VEREADOR,PARTIDO ISOLADO,PT,PA,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,7329.269999999999,ELEITO POR QP
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PTB,PA,49,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,1990.0,NÃO ELEITO
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PL,PA,43,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,165.0,NÃO ELEITO
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PROS,PA,37,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,550.0,NÃO ELEITO
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PTB,PA,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,5625.0,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PC do B,PA,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,112.95,NÃO ELEITO
PONTA DE PEDRAS,VEREADOR,PARTIDO ISOLADO,PSDB,MA,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PRETA,N,S,2000.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,561.8,SUPLENTE
CONCÓRDIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2500.0,ELEITO POR QP
ANAPU,VEREADOR,PARTIDO ISOLADO,PSDB,MA,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1600.0,SUPLENTE
AVEIRO,VEREADOR,PARTIDO ISOLADO,PL,PA,47,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,500.0,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,PSC,PA,35,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,1150.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PT,PA,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,N,S,2964.1100000000006,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PTB,PA,37,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,1500.0,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,PTC,PA,44,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,N,S,120.0,NÃO ELEITO
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PL,PA,21,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,4120.549999999999,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,22,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,S,S,800.22,ELEITO POR QP
OURILÂNDIA DO NORTE,VEREADOR,PARTIDO ISOLADO,PSB,PA,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,1335.5,NÃO ELEITO
ANAJÁS,VEREADOR,PARTIDO ISOLADO,PODE,PA,36,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,S,S,1648.1899999999998,ELEITO POR MÉDIA
LIMOEIRO DO AJURU,VEREADOR,PARTIDO ISOLADO,PSC,PA,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,S,S,5944.87,ELEITO POR QP
ELDORADO DOS CARAJÁS,VEREADOR,PARTIDO ISOLADO,PSC,PA,39,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),BRANCA,N,S,1000.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PROS,PA,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3000.0,SUPLENTE
BREJO GRANDE DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PL,PA,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,950.0,NÃO ELEITO
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSC,PA,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,225.0,NÃO ELEITO
ANAPU,VEREADOR,PARTIDO ISOLADO,PSDB,PA,25,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,5328.4,ELEITO POR QP
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSC,PA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,N,1905.0,SUPLENTE
ABEL FIGUEIREDO,VEREADOR,PARTIDO ISOLADO,MDB,PA,31,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1265.0,ELEITO POR QP
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PRTB,PA,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,938.94,NÃO ELEITO
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PDT,BA,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,2595.9,SUPLENTE
GURUPÁ,VEREADOR,PARTIDO ISOLADO,PROS,PA,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,700.0,SUPLENTE
MUANÁ,VEREADOR,PARTIDO ISOLADO,MDB,PA,37,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
MARITUBA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,50,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,10218.0,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,460.45,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,PSB,PA,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,S,S,480.0,ELEITO POR MÉDIA
URUARÁ,VEREADOR,PARTIDO ISOLADO,PSDB,PA,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,169.0,NÃO ELEITO
GURUPÁ,VEREADOR,PARTIDO ISOLADO,MDB,AP,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,3285.0,SUPLENTE
MARITUBA,VEREADOR,PARTIDO ISOLADO,PSB,PA,39,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,734.6999999999999,SUPLENTE
PAU D'ARCO,VEREADOR,PARTIDO ISOLADO,PSD,PA,27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,3092.83,ELEITO POR QP
CURRALINHO,VEREADOR,PARTIDO ISOLADO,PROS,PA,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,ELEITO POR QP
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,PSD,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,N,2000.0,SUPLENTE
PRAINHA,VEREADOR,PARTIDO ISOLADO,PSD,PA,45,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,503.35,SUPLENTE
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,PTB,PA,52,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,N,18550.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PTB,MG,46,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,2900.0,NÃO ELEITO
NOVO PROGRESSO,VEREADOR,PARTIDO ISOLADO,PL,PA,43,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,300.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSC,PA,44,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,5700.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSC,MA,44,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,4300.0,SUPLENTE
CAPANEMA,VEREADOR,PARTIDO ISOLADO,PT,PA,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,N,898.6,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,PROS,PA,37,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2767.0,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PTB,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,600.0,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,24,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,ELEITO POR QP
ANAPU,VEREADOR,PARTIDO ISOLADO,PT,PA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,3075.4,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSB,PA,48,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,950.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PDT,MA,47,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,7000.0,SUPLENTE
ACARÁ,VEREADOR,PARTIDO ISOLADO,PSD,PA,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,N,S,1055.95,SUPLENTE
ANAJÁS,VEREADOR,PARTIDO ISOLADO,DEM,PA,43,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,939.5,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,DEM,PA,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,10090.850000000002,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSC,PA,56,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1062.9499999999998,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,PODE,PA,37,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PRETA,N,S,1500.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSDB,PA,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,S,S,3042.2499999999995,ELEITO POR QP
BARCARENA,VEREADOR,PARTIDO ISOLADO,AVANTE,PA,37,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,N,S,2441.45,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,PSDB,PA,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,N,1000.0,SUPLENTE
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PDT,MT,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,S,S,5232.719999999999,ELEITO POR QP
IRITUIA,VEREADOR,PARTIDO ISOLADO,PTB,PA,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1860.0,ELEITO POR QP
SALVATERRA,VEREADOR,PARTIDO ISOLADO,PDT,PA,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,1500.0,NÃO ELEITO
GARRAFÃO DO NORTE,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1450.0,SUPLENTE
